LAT,LNG,HEADING,#MATCHES
51.4569003389,-2.60404850543,220,5
51.4569003389,-2.60404850543,240,0
51.4569003389,-2.60404850543,260,0
51.4569003389,-2.60404850543,280,0
51.4569003389,-2.60404850543,300,0
51.4569003389,-2.60404850543,320,4
51.4569003389,-2.60404850543,340,1
51.4567505901,-2.60404850543,0,0
51.4567505901,-2.60404850543,20,7
51.4567505901,-2.60404850543,40,5
51.4567505901,-2.60404850543,60,5
51.4567505901,-2.60404850543,80,0
51.4567505901,-2.60404850543,100,6
51.4567505901,-2.60404850543,120,0
51.4567505901,-2.60404850543,140,5
51.4567505901,-2.60404850543,160,1
51.4567505901,-2.60404850543,180,4
51.4567505901,-2.60404850543,200,5
51.4567505901,-2.60404850543,220,1
51.4567505901,-2.60404850543,240,4
51.4567505901,-2.60404850543,260,4
51.4567505901,-2.60404850543,280,0
51.4567505901,-2.60404850543,300,5
51.4567505901,-2.60404850543,320,5
51.4567505901,-2.60404850543,340,0
51.4566008412,-2.60404850543,0,6
51.4566008412,-2.60404850543,20,7
51.4566008412,-2.60404850543,40,0
51.4566008412,-2.60404850543,60,0
51.4566008412,-2.60404850543,80,6
51.4566008412,-2.60404850543,100,6
51.4566008412,-2.60404850543,120,0
51.4566008412,-2.60404850543,140,5
51.4566008412,-2.60404850543,160,1
51.4566008412,-2.60404850543,180,0
51.4566008412,-2.60404850543,200,0
51.4566008412,-2.60404850543,220,6
51.4566008412,-2.60404850543,240,5
51.4566008412,-2.60404850543,260,4
51.4566008412,-2.60404850543,280,4
51.4566008412,-2.60404850543,300,4
51.4566008412,-2.60404850543,320,5
51.4566008412,-2.60404850543,340,4
51.4561515948,-2.60404850543,0,5
51.4561515948,-2.60404850543,20,0
51.4561515948,-2.60404850543,40,4
51.4561515948,-2.60404850543,60,0
51.4561515948,-2.60404850543,80,4
51.4561515948,-2.60404850543,100,2
51.4561515948,-2.60404850543,120,1
51.4561515948,-2.60404850543,140,5
51.4561515948,-2.60404850543,160,0
51.4561515948,-2.60404850543,180,1
51.4561515948,-2.60404850543,200,1
51.4561515948,-2.60404850543,220,2
51.4561515948,-2.60404850543,240,1
51.4561515948,-2.60404850543,260,1
51.4561515948,-2.60404850543,280,1
51.4561515948,-2.60404850543,300,13
51.4561515948,-2.60404850543,320,16
51.4561515948,-2.60404850543,340,0
51.4560018459,-2.60404850543,0,4
51.4560018459,-2.60404850543,20,6
51.4560018459,-2.60404850543,40,4
51.4560018459,-2.60404850543,60,0
51.4560018459,-2.60404850543,80,5
51.4560018459,-2.60404850543,100,2
51.4560018459,-2.60404850543,120,2
51.4560018459,-2.60404850543,140,3
51.4560018459,-2.60404850543,160,4
51.4560018459,-2.60404850543,180,1
51.4560018459,-2.60404850543,200,0
51.4560018459,-2.60404850543,220,2
51.4560018459,-2.60404850543,240,2
51.4560018459,-2.60404850543,260,2
51.4560018459,-2.60404850543,280,1
51.4560018459,-2.60404850543,300,11
51.4560018459,-2.60404850543,320,6
51.4560018459,-2.60404850543,340,5
51.4558520971,-2.60404850543,0,4
51.4558520971,-2.60404850543,20,5
51.4558520971,-2.60404850543,40,4
51.4558520971,-2.60404850543,60,0
51.4558520971,-2.60404850543,80,6
51.4558520971,-2.60404850543,100,1
51.4558520971,-2.60404850543,120,2
51.4558520971,-2.60404850543,140,2
51.4558520971,-2.60404850543,160,4
51.4558520971,-2.60404850543,180,3
51.4558520971,-2.60404850543,200,6
51.4558520971,-2.60404850543,220,1
51.4558520971,-2.60404850543,240,2
51.4558520971,-2.60404850543,260,4
51.4558520971,-2.60404850543,280,0
51.4558520971,-2.60404850543,300,13
51.4558520971,-2.60404850543,320,6
51.4558520971,-2.60404850543,340,4
51.4573495854,-2.60437251627,0,0
51.4573495854,-2.60437251627,20,0
51.4573495854,-2.60437251627,40,0
51.4573495854,-2.60437251627,60,3
51.4573495854,-2.60437251627,80,6
51.4573495854,-2.60437251627,100,6
51.4573495854,-2.60437251627,120,0
51.4573495854,-2.60437251627,140,6
51.4573495854,-2.60437251627,160,0
51.4573495854,-2.60437251627,180,5
51.4573495854,-2.60437251627,200,0
51.4573495854,-2.60437251627,220,0
51.4573495854,-2.60437251627,240,0
51.4573495854,-2.60437251627,260,0
51.4573495854,-2.60437251627,280,0
51.4573495854,-2.60437251627,300,0
51.4573495854,-2.60437251627,320,4
51.4573495854,-2.60437251627,340,4
51.4571998366,-2.60437251627,0,0
51.4571998366,-2.60437251627,20,0
51.4571998366,-2.60437251627,40,4
51.4571998366,-2.60437251627,60,4
51.4571998366,-2.60437251627,80,5
51.4571998366,-2.60437251627,100,0
51.4571998366,-2.60437251627,120,6
51.4571998366,-2.60437251627,140,5
51.4571998366,-2.60437251627,160,6
51.4571998366,-2.60437251627,180,4
51.4571998366,-2.60437251627,200,4
51.4571998366,-2.60437251627,220,6
51.4571998366,-2.60437251627,240,0
51.4571998366,-2.60437251627,260,0
51.4571998366,-2.60437251627,280,6
51.4571998366,-2.60437251627,300,0
51.4571998366,-2.60437251627,320,5
51.4571998366,-2.60437251627,340,1
51.4563013436,-2.60437251627,0,4
51.4563013436,-2.60437251627,20,0
51.4563013436,-2.60437251627,40,5
51.4563013436,-2.60437251627,60,6
51.4563013436,-2.60437251627,80,0
51.4563013436,-2.60437251627,100,1
51.4563013436,-2.60437251627,120,3
51.4563013436,-2.60437251627,140,2
51.4563013436,-2.60437251627,160,3
51.4563013436,-2.60437251627,180,1
51.4563013436,-2.60437251627,200,1
51.4563013436,-2.60437251627,220,3
51.4563013436,-2.60437251627,240,2
51.4563013436,-2.60437251627,260,1
51.4563013436,-2.60437251627,280,1
51.4563013436,-2.60437251627,300,1
51.4563013436,-2.60437251627,320,1
51.4563013436,-2.60437251627,340,0
51.4561515948,-2.60437251627,0,4
51.4561515948,-2.60437251627,20,0
51.4561515948,-2.60437251627,40,0
51.4561515948,-2.60437251627,60,0
51.4561515948,-2.60437251627,80,0
51.4561515948,-2.60437251627,100,0
51.4561515948,-2.60437251627,120,2
51.4561515948,-2.60437251627,140,2
51.4561515948,-2.60437251627,160,2
51.4561515948,-2.60437251627,180,1
51.4561515948,-2.60437251627,200,1
51.4561515948,-2.60437251627,220,2
51.4561515948,-2.60437251627,240,1
51.4561515948,-2.60437251627,260,2
51.4561515948,-2.60437251627,280,2
51.4561515948,-2.60437251627,300,1
51.4561515948,-2.60437251627,320,4
51.4561515948,-2.60437251627,340,1
51.4560018459,-2.60437251627,0,4
51.4560018459,-2.60437251627,20,6
51.4560018459,-2.60437251627,40,0
51.4560018459,-2.60437251627,60,0
51.4560018459,-2.60437251627,80,5
51.4560018459,-2.60437251627,100,4
51.4560018459,-2.60437251627,120,2
51.4560018459,-2.60437251627,140,2
51.4560018459,-2.60437251627,160,3
51.4560018459,-2.60437251627,180,2
51.4560018459,-2.60437251627,200,2
51.4560018459,-2.60437251627,220,2
51.4560018459,-2.60437251627,240,1
51.4560018459,-2.60437251627,260,1
51.4560018459,-2.60437251627,280,1
51.4560018459,-2.60437251627,300,2
51.4560018459,-2.60437251627,320,0
51.4560018459,-2.60437251627,340,2
51.4558520971,-2.60437251627,0,0
51.4558520971,-2.60437251627,20,0
51.4558520971,-2.60437251627,40,5
51.4558520971,-2.60437251627,60,0
51.4558520971,-2.60437251627,80,6
51.4558520971,-2.60437251627,100,4
51.4558520971,-2.60437251627,120,3
51.4558520971,-2.60437251627,140,1
51.4558520971,-2.60437251627,160,2
51.4558520971,-2.60437251627,180,1
51.4558520971,-2.60437251627,200,2
51.4558520971,-2.60437251627,220,3
51.4558520971,-2.60437251627,240,2
51.4558520971,-2.60437251627,260,1
51.4558520971,-2.60437251627,280,0
51.4558520971,-2.60437251627,300,0
51.4558520971,-2.60437251627,320,0
51.4558520971,-2.60437251627,340,6
51.4573495854,-2.60469652712,0,4
51.4573495854,-2.60469652712,20,0
51.4573495854,-2.60469652712,40,0
51.4573495854,-2.60469652712,60,5
51.4573495854,-2.60469652712,80,5
51.4573495854,-2.60469652712,100,0
51.4573495854,-2.60469652712,120,0
51.4573495854,-2.60469652712,140,5
51.4573495854,-2.60469652712,160,5
51.4573495854,-2.60469652712,180,0
51.4573495854,-2.60469652712,200,4
51.4573495854,-2.60469652712,220,0
51.4573495854,-2.60469652712,240,5
51.4573495854,-2.60469652712,260,0
51.4573495854,-2.60469652712,280,0
51.4573495854,-2.60469652712,300,6
51.4573495854,-2.60469652712,320,0
51.4573495854,-2.60469652712,340,3
51.4571998366,-2.60469652712,0,2
51.4571998366,-2.60469652712,20,1
51.4571998366,-2.60469652712,40,2
51.4571998366,-2.60469652712,60,5
51.4571998366,-2.60469652712,80,4
51.4571998366,-2.60469652712,100,4
51.4571998366,-2.60469652712,120,2
51.4571998366,-2.60469652712,140,3
51.4571998366,-2.60469652712,160,4
51.4571998366,-2.60469652712,180,0
51.4571998366,-2.60469652712,200,0
51.4571998366,-2.60469652712,220,0
51.4571998366,-2.60469652712,240,0
51.4571998366,-2.60469652712,260,0
51.4571998366,-2.60469652712,280,6
51.4571998366,-2.60469652712,300,0
51.4571998366,-2.60469652712,320,0
51.4571998366,-2.60469652712,340,5
51.4570500877,-2.60469652712,0,0
51.4570500877,-2.60469652712,20,0
51.4570500877,-2.60469652712,40,0
51.4570500877,-2.60469652712,60,0
51.4570500877,-2.60469652712,80,4
51.4570500877,-2.60469652712,100,0
51.4570500877,-2.60469652712,120,4
51.4570500877,-2.60469652712,140,8
51.4570500877,-2.60469652712,160,0
51.4570500877,-2.60469652712,180,0
51.4570500877,-2.60469652712,200,0
51.4570500877,-2.60469652712,220,5
51.4570500877,-2.60469652712,240,0
51.4570500877,-2.60469652712,260,0
51.4570500877,-2.60469652712,280,0
51.4570500877,-2.60469652712,300,5
51.4570500877,-2.60469652712,320,0
51.4570500877,-2.60469652712,340,0
51.4569003389,-2.60469652712,0,0
51.4569003389,-2.60469652712,20,7
51.4569003389,-2.60469652712,40,0
51.4569003389,-2.60469652712,60,0
51.4569003389,-2.60469652712,80,6
51.4569003389,-2.60469652712,100,0
51.4569003389,-2.60469652712,120,4
51.4569003389,-2.60469652712,140,4
51.4569003389,-2.60469652712,160,0
51.4569003389,-2.60469652712,180,0
51.4569003389,-2.60469652712,200,5
51.4569003389,-2.60469652712,220,0
51.4569003389,-2.60469652712,240,0
51.4569003389,-2.60469652712,260,0
51.4569003389,-2.60469652712,280,5
51.4569003389,-2.60469652712,300,0
51.4569003389,-2.60469652712,320,0
51.4569003389,-2.60469652712,340,0
51.4563013436,-2.60469652712,0,5
51.4563013436,-2.60469652712,20,5
51.4563013436,-2.60469652712,40,4
51.4563013436,-2.60469652712,60,4
51.4563013436,-2.60469652712,80,4
51.4563013436,-2.60469652712,100,1
51.4563013436,-2.60469652712,120,2
51.4563013436,-2.60469652712,140,1
51.4563013436,-2.60469652712,160,1
51.4563013436,-2.60469652712,180,2
51.4563013436,-2.60469652712,200,1
51.4563013436,-2.60469652712,220,5
51.4563013436,-2.60469652712,240,1
51.4563013436,-2.60469652712,260,1
51.4563013436,-2.60469652712,280,2
51.4563013436,-2.60469652712,300,5
51.4563013436,-2.60469652712,320,4
51.4563013436,-2.60469652712,340,0
51.4561515948,-2.60469652712,0,5
51.4561515948,-2.60469652712,20,5
51.4561515948,-2.60469652712,40,4
51.4561515948,-2.60469652712,60,0
51.4561515948,-2.60469652712,80,0
51.4561515948,-2.60469652712,100,1
51.4561515948,-2.60469652712,120,1
51.4561515948,-2.60469652712,140,1
51.4561515948,-2.60469652712,160,1
51.4561515948,-2.60469652712,180,3
51.4561515948,-2.60469652712,200,2
51.4561515948,-2.60469652712,220,4
51.4561515948,-2.60469652712,240,2
51.4561515948,-2.60469652712,260,0
51.4561515948,-2.60469652712,280,1
51.4561515948,-2.60469652712,300,5
51.4561515948,-2.60469652712,320,10
51.4561515948,-2.60469652712,340,0
51.4560018459,-2.60469652712,0,8
51.4560018459,-2.60469652712,20,26
51.4560018459,-2.60469652712,40,0
51.4560018459,-2.60469652712,60,3
51.4560018459,-2.60469652712,80,4
51.4560018459,-2.60469652712,100,1
51.4560018459,-2.60469652712,120,1
51.4560018459,-2.60469652712,140,2
51.4560018459,-2.60469652712,160,2
51.4560018459,-2.60469652712,180,1
51.4560018459,-2.60469652712,200,0
51.4560018459,-2.60469652712,220,2
51.4560018459,-2.60469652712,240,1
51.4560018459,-2.60469652712,260,2
51.4560018459,-2.60469652712,280,0
51.4560018459,-2.60469652712,300,4
51.4560018459,-2.60469652712,320,4
51.4560018459,-2.60469652712,340,4
51.4558520971,-2.60469652712,0,10
51.4558520971,-2.60469652712,20,18
51.4558520971,-2.60469652712,40,5
51.4558520971,-2.60469652712,60,4
51.4558520971,-2.60469652712,80,4
51.4558520971,-2.60469652712,100,0
51.4558520971,-2.60469652712,120,1
51.4558520971,-2.60469652712,140,0
51.4558520971,-2.60469652712,160,0
51.4558520971,-2.60469652712,180,1
51.4558520971,-2.60469652712,200,4
51.4558520971,-2.60469652712,220,2
51.4558520971,-2.60469652712,240,0
51.4558520971,-2.60469652712,260,2
51.4558520971,-2.60469652712,280,1
51.4558520971,-2.60469652712,300,4
51.4558520971,-2.60469652712,320,3
51.4558520971,-2.60469652712,340,4
51.4573495854,-2.60502053797,0,2
51.4573495854,-2.60502053797,20,1
51.4573495854,-2.60502053797,40,4
51.4573495854,-2.60502053797,60,5
51.4573495854,-2.60502053797,80,4
51.4573495854,-2.60502053797,100,4
51.4573495854,-2.60502053797,120,2
51.4573495854,-2.60502053797,140,1
51.4573495854,-2.60502053797,160,4
51.4573495854,-2.60502053797,180,8
51.4573495854,-2.60502053797,200,0
51.4573495854,-2.60502053797,220,6
51.4573495854,-2.60502053797,240,5
51.4573495854,-2.60502053797,260,0
51.4573495854,-2.60502053797,280,0
51.4573495854,-2.60502053797,300,6
51.4573495854,-2.60502053797,320,5
51.4573495854,-2.60502053797,340,5
51.4571998366,-2.60502053797,0,0
51.4571998366,-2.60502053797,20,2
51.4571998366,-2.60502053797,40,1
51.4571998366,-2.60502053797,60,0
51.4571998366,-2.60502053797,80,0
51.4571998366,-2.60502053797,100,2
51.4571998366,-2.60502053797,120,1
51.4571998366,-2.60502053797,140,5
51.4571998366,-2.60502053797,160,6
51.4571998366,-2.60502053797,180,4
51.4571998366,-2.60502053797,200,1
51.4571998366,-2.60502053797,220,5
51.4571998366,-2.60502053797,240,0
51.4571998366,-2.60502053797,260,0
51.4571998366,-2.60502053797,280,4
51.4571998366,-2.60502053797,300,0
51.4571998366,-2.60502053797,320,0
51.4571998366,-2.60502053797,340,0
51.4570500877,-2.60502053797,0,0
51.4570500877,-2.60502053797,20,6
51.4570500877,-2.60502053797,40,0
51.4570500877,-2.60502053797,60,0
51.4570500877,-2.60502053797,80,6
51.4570500877,-2.60502053797,100,4
51.4570500877,-2.60502053797,120,4
51.4570500877,-2.60502053797,140,4
51.4570500877,-2.60502053797,160,7
51.4570500877,-2.60502053797,180,0
51.4570500877,-2.60502053797,200,0
51.4570500877,-2.60502053797,220,0
51.4570500877,-2.60502053797,240,6
51.4570500877,-2.60502053797,260,4
51.4570500877,-2.60502053797,280,5
51.4570500877,-2.60502053797,300,0
51.4570500877,-2.60502053797,320,0
51.4570500877,-2.60502053797,340,0
51.4569003389,-2.60502053797,0,5
51.4569003389,-2.60502053797,20,6
51.4569003389,-2.60502053797,40,4
51.4569003389,-2.60502053797,60,6
51.4569003389,-2.60502053797,80,4
51.4569003389,-2.60502053797,100,0
51.4569003389,-2.60502053797,120,4
51.4569003389,-2.60502053797,140,5
51.4569003389,-2.60502053797,160,0
51.4569003389,-2.60502053797,180,5
51.4569003389,-2.60502053797,200,3
51.4569003389,-2.60502053797,220,3
51.4569003389,-2.60502053797,240,0
51.4569003389,-2.60502053797,260,0
51.4569003389,-2.60502053797,280,0
51.4569003389,-2.60502053797,300,0
51.4569003389,-2.60502053797,320,6
51.4569003389,-2.60502053797,340,0
51.4567505901,-2.60502053797,0,5
51.4567505901,-2.60502053797,20,0
51.4567505901,-2.60502053797,40,0
51.4567505901,-2.60502053797,60,4
51.4567505901,-2.60502053797,80,0
51.4567505901,-2.60502053797,100,4
51.4567505901,-2.60502053797,120,5
51.4567505901,-2.60502053797,140,6
51.4567505901,-2.60502053797,160,6
51.4567505901,-2.60502053797,180,4
51.4567505901,-2.60502053797,200,4
51.4567505901,-2.60502053797,220,2
51.4567505901,-2.60502053797,240,2
51.4567505901,-2.60502053797,260,6
51.4567505901,-2.60502053797,280,0
51.4567505901,-2.60502053797,300,0
51.4567505901,-2.60502053797,320,0
51.4567505901,-2.60502053797,340,0
51.4566008412,-2.60502053797,0,7
51.4566008412,-2.60502053797,20,6
51.4566008412,-2.60502053797,40,5
51.4566008412,-2.60502053797,60,7
51.4566008412,-2.60502053797,80,5
51.4566008412,-2.60502053797,100,4
51.4566008412,-2.60502053797,120,2
51.4566008412,-2.60502053797,140,4
51.4566008412,-2.60502053797,160,4
51.4566008412,-2.60502053797,180,0
51.4566008412,-2.60502053797,200,0
51.4566008412,-2.60502053797,220,3
51.4566008412,-2.60502053797,240,0
51.4566008412,-2.60502053797,260,4
51.4566008412,-2.60502053797,280,3
51.4566008412,-2.60502053797,300,4
51.4566008412,-2.60502053797,320,0
51.4566008412,-2.60502053797,340,0
51.4563013436,-2.60502053797,0,2
51.4563013436,-2.60502053797,20,4
51.4563013436,-2.60502053797,40,5
51.4563013436,-2.60502053797,60,0
51.4563013436,-2.60502053797,80,0
51.4563013436,-2.60502053797,100,4
51.4563013436,-2.60502053797,120,1
51.4563013436,-2.60502053797,140,3
51.4563013436,-2.60502053797,160,3
51.4563013436,-2.60502053797,180,1
51.4563013436,-2.60502053797,200,1
51.4563013436,-2.60502053797,220,2
51.4563013436,-2.60502053797,240,2
51.4563013436,-2.60502053797,260,2
51.4563013436,-2.60502053797,280,2
51.4563013436,-2.60502053797,300,4
51.4563013436,-2.60502053797,320,4
51.4563013436,-2.60502053797,340,0
51.4561515948,-2.60502053797,0,4
51.4561515948,-2.60502053797,20,4
51.4561515948,-2.60502053797,40,4
51.4561515948,-2.60502053797,60,0
51.4561515948,-2.60502053797,80,0
51.4561515948,-2.60502053797,100,2
51.4561515948,-2.60502053797,120,0
51.4561515948,-2.60502053797,140,2
51.4561515948,-2.60502053797,160,3
51.4561515948,-2.60502053797,180,1
51.4561515948,-2.60502053797,200,2
51.4561515948,-2.60502053797,220,2
51.4561515948,-2.60502053797,240,2
51.4561515948,-2.60502053797,260,1
51.4561515948,-2.60502053797,280,3
51.4561515948,-2.60502053797,300,0
51.4561515948,-2.60502053797,320,3
51.4561515948,-2.60502053797,340,4
51.4560018459,-2.60502053797,0,0
51.4560018459,-2.60502053797,20,4
51.4560018459,-2.60502053797,40,4
51.4560018459,-2.60502053797,60,0
51.4560018459,-2.60502053797,80,4
51.4560018459,-2.60502053797,100,2
51.4560018459,-2.60502053797,120,2
51.4560018459,-2.60502053797,140,2
51.4560018459,-2.60502053797,160,2
51.4560018459,-2.60502053797,180,4
51.4560018459,-2.60502053797,200,1
51.4560018459,-2.60502053797,220,2
51.4560018459,-2.60502053797,240,2
51.4560018459,-2.60502053797,260,1
51.4560018459,-2.60502053797,280,0
51.4560018459,-2.60502053797,300,4
51.4560018459,-2.60502053797,320,0
51.4560018459,-2.60502053797,340,4
51.4558520971,-2.60502053797,0,7
51.4558520971,-2.60502053797,20,5
51.4558520971,-2.60502053797,40,4
51.4558520971,-2.60502053797,60,0
51.4558520971,-2.60502053797,80,4
51.4558520971,-2.60502053797,100,2
51.4558520971,-2.60502053797,120,2
51.4558520971,-2.60502053797,140,2
51.4558520971,-2.60502053797,160,2
51.4558520971,-2.60502053797,180,4
51.4558520971,-2.60502053797,200,1
51.4558520971,-2.60502053797,220,2
51.4558520971,-2.60502053797,240,4
51.4558520971,-2.60502053797,260,2
51.4558520971,-2.60502053797,280,1
51.4558520971,-2.60502053797,300,4
51.4558520971,-2.60502053797,320,4
51.4558520971,-2.60502053797,340,4
51.4573495854,-2.60534454882,0,0
51.4573495854,-2.60534454882,20,2
51.4573495854,-2.60534454882,40,1
51.4573495854,-2.60534454882,60,5
51.4573495854,-2.60534454882,80,11
51.4573495854,-2.60534454882,100,2
51.4573495854,-2.60534454882,120,1
51.4573495854,-2.60534454882,140,6
51.4573495854,-2.60534454882,160,6
51.4573495854,-2.60534454882,180,4
51.4573495854,-2.60534454882,200,1
51.4573495854,-2.60534454882,220,0
51.4573495854,-2.60534454882,240,0
51.4573495854,-2.60534454882,260,0
51.4573495854,-2.60534454882,280,0
51.4573495854,-2.60534454882,300,0
51.4573495854,-2.60534454882,320,7
51.4573495854,-2.60534454882,340,0
51.4571998366,-2.60534454882,0,0
51.4571998366,-2.60534454882,20,0
51.4571998366,-2.60534454882,40,5
51.4571998366,-2.60534454882,60,5
51.4571998366,-2.60534454882,80,6
51.4571998366,-2.60534454882,100,4
51.4571998366,-2.60534454882,120,0
51.4571998366,-2.60534454882,140,4
51.4571998366,-2.60534454882,160,8
51.4571998366,-2.60534454882,180,5
51.4571998366,-2.60534454882,200,0
51.4571998366,-2.60534454882,220,7
51.4571998366,-2.60534454882,240,0
51.4571998366,-2.60534454882,260,4
51.4571998366,-2.60534454882,280,0
51.4571998366,-2.60534454882,300,0
51.4571998366,-2.60534454882,320,0
51.4571998366,-2.60534454882,340,0
51.4570500877,-2.60534454882,0,4
51.4570500877,-2.60534454882,20,0
51.4570500877,-2.60534454882,40,4
51.4570500877,-2.60534454882,60,6
51.4570500877,-2.60534454882,80,6
51.4570500877,-2.60534454882,100,4
51.4570500877,-2.60534454882,120,4
51.4570500877,-2.60534454882,140,5
51.4570500877,-2.60534454882,160,6
51.4570500877,-2.60534454882,180,0
51.4570500877,-2.60534454882,200,4
51.4570500877,-2.60534454882,220,2
51.4570500877,-2.60534454882,240,0
51.4570500877,-2.60534454882,260,0
51.4570500877,-2.60534454882,280,0
51.4570500877,-2.60534454882,300,0
51.4570500877,-2.60534454882,320,5
51.4570500877,-2.60534454882,340,0
51.4569003389,-2.60534454882,0,6
51.4569003389,-2.60534454882,20,5
51.4569003389,-2.60534454882,40,1
51.4569003389,-2.60534454882,60,4
51.4569003389,-2.60534454882,80,5
51.4569003389,-2.60534454882,100,0
51.4569003389,-2.60534454882,120,4
51.4569003389,-2.60534454882,140,6
51.4569003389,-2.60534454882,160,0
51.4569003389,-2.60534454882,180,4
51.4569003389,-2.60534454882,200,4
51.4569003389,-2.60534454882,220,1
51.4569003389,-2.60534454882,240,3
51.4569003389,-2.60534454882,260,0
51.4569003389,-2.60534454882,280,0
51.4569003389,-2.60534454882,300,0
51.4569003389,-2.60534454882,320,0
51.4569003389,-2.60534454882,340,0
51.4567505901,-2.60534454882,0,0
51.4567505901,-2.60534454882,20,0
51.4567505901,-2.60534454882,40,4
51.4567505901,-2.60534454882,60,5
51.4567505901,-2.60534454882,80,5
51.4567505901,-2.60534454882,100,4
51.4567505901,-2.60534454882,120,4
51.4567505901,-2.60534454882,140,4
51.4567505901,-2.60534454882,160,4
51.4567505901,-2.60534454882,180,0
51.4567505901,-2.60534454882,200,4
51.4567505901,-2.60534454882,220,2
51.4567505901,-2.60534454882,240,4
51.4567505901,-2.60534454882,260,4
51.4567505901,-2.60534454882,280,3
51.4567505901,-2.60534454882,300,4
51.4567505901,-2.60534454882,320,0
51.4567505901,-2.60534454882,340,0
51.4566008412,-2.60534454882,0,0
51.4566008412,-2.60534454882,20,0
51.4566008412,-2.60534454882,40,4
51.4566008412,-2.60534454882,60,0
51.4566008412,-2.60534454882,80,4
51.4566008412,-2.60534454882,100,4
51.4566008412,-2.60534454882,120,4
51.4566008412,-2.60534454882,140,4
51.4566008412,-2.60534454882,160,5
51.4566008412,-2.60534454882,180,4
51.4566008412,-2.60534454882,200,4
51.4566008412,-2.60534454882,220,2
51.4566008412,-2.60534454882,240,0
51.4566008412,-2.60534454882,260,0
51.4566008412,-2.60534454882,280,0
51.4566008412,-2.60534454882,300,0
51.4566008412,-2.60534454882,320,0
51.4566008412,-2.60534454882,340,0
51.4564510924,-2.60534454882,0,5
51.4564510924,-2.60534454882,20,4
51.4564510924,-2.60534454882,40,3
51.4564510924,-2.60534454882,60,4
51.4564510924,-2.60534454882,80,4
51.4564510924,-2.60534454882,100,4
51.4564510924,-2.60534454882,120,0
51.4564510924,-2.60534454882,140,4
51.4564510924,-2.60534454882,160,0
51.4564510924,-2.60534454882,180,0
51.4564510924,-2.60534454882,200,0
51.4564510924,-2.60534454882,220,2
51.4564510924,-2.60534454882,240,5
51.4564510924,-2.60534454882,260,0
51.4564510924,-2.60534454882,280,5
51.4564510924,-2.60534454882,300,0
51.4564510924,-2.60534454882,320,4
51.4564510924,-2.60534454882,340,0
51.4563013436,-2.60534454882,0,0
51.4563013436,-2.60534454882,20,2
51.4563013436,-2.60534454882,40,4
51.4563013436,-2.60534454882,60,2
51.4563013436,-2.60534454882,80,4
