LAT,LNG,HEADING,#MATCHES
51.4563013436,-2.60534454882,100,0
51.4563013436,-2.60534454882,120,0
51.4563013436,-2.60534454882,140,2
51.4563013436,-2.60534454882,160,2
51.4563013436,-2.60534454882,180,4
51.4563013436,-2.60534454882,200,1
51.4563013436,-2.60534454882,220,2
51.4563013436,-2.60534454882,240,1
51.4563013436,-2.60534454882,260,2
51.4563013436,-2.60534454882,280,0
51.4563013436,-2.60534454882,300,5
51.4563013436,-2.60534454882,320,0
51.4563013436,-2.60534454882,340,0
51.4561515948,-2.60534454882,0,0
51.4561515948,-2.60534454882,20,0
51.4561515948,-2.60534454882,40,5
51.4561515948,-2.60534454882,60,1
51.4561515948,-2.60534454882,80,0
51.4561515948,-2.60534454882,100,0
51.4561515948,-2.60534454882,120,3
51.4561515948,-2.60534454882,140,3
51.4561515948,-2.60534454882,160,1
51.4561515948,-2.60534454882,180,0
51.4561515948,-2.60534454882,200,1
51.4561515948,-2.60534454882,220,3
51.4561515948,-2.60534454882,240,1
51.4561515948,-2.60534454882,260,1
51.4561515948,-2.60534454882,280,2
51.4561515948,-2.60534454882,300,4
51.4561515948,-2.60534454882,320,5
51.4561515948,-2.60534454882,340,0
51.4560018459,-2.60534454882,0,4
51.4560018459,-2.60534454882,20,4
51.4560018459,-2.60534454882,40,4
51.4560018459,-2.60534454882,60,5
51.4560018459,-2.60534454882,80,0
51.4560018459,-2.60534454882,100,0
51.4560018459,-2.60534454882,120,0
51.4560018459,-2.60534454882,140,1
51.4560018459,-2.60534454882,160,2
51.4560018459,-2.60534454882,180,1
51.4560018459,-2.60534454882,200,2
51.4560018459,-2.60534454882,220,3
51.4560018459,-2.60534454882,240,1
51.4560018459,-2.60534454882,260,1
51.4560018459,-2.60534454882,280,1
51.4560018459,-2.60534454882,300,1
51.4560018459,-2.60534454882,320,0
51.4560018459,-2.60534454882,340,0
51.4558520971,-2.60534454882,0,4
51.4558520971,-2.60534454882,20,4
51.4558520971,-2.60534454882,40,4
51.4558520971,-2.60534454882,60,0
51.4558520971,-2.60534454882,80,5
51.4558520971,-2.60534454882,100,4
51.4558520971,-2.60534454882,120,1
51.4558520971,-2.60534454882,140,3
51.4558520971,-2.60534454882,160,1
51.4558520971,-2.60534454882,180,0
51.4558520971,-2.60534454882,200,2
51.4558520971,-2.60534454882,220,2
51.4558520971,-2.60534454882,240,1
51.4558520971,-2.60534454882,260,1
51.4558520971,-2.60534454882,280,3
51.4558520971,-2.60534454882,300,0
51.4558520971,-2.60534454882,320,4
51.4558520971,-2.60534454882,340,4
51.4573495854,-2.60566855967,0,0
51.4573495854,-2.60566855967,20,0
51.4573495854,-2.60566855967,40,0
51.4573495854,-2.60566855967,60,0
51.4573495854,-2.60566855967,80,6
51.4573495854,-2.60566855967,100,6
51.4573495854,-2.60566855967,120,4
51.4573495854,-2.60566855967,140,0
51.4573495854,-2.60566855967,160,0
51.4573495854,-2.60566855967,180,4
51.4573495854,-2.60566855967,200,4
51.4573495854,-2.60566855967,220,0
51.4573495854,-2.60566855967,240,0
51.4573495854,-2.60566855967,260,0
51.4573495854,-2.60566855967,280,0
51.4573495854,-2.60566855967,300,0
51.4573495854,-2.60566855967,320,0
51.4573495854,-2.60566855967,340,0
51.4571998366,-2.60566855967,0,0
51.4571998366,-2.60566855967,20,6
51.4571998366,-2.60566855967,40,6
51.4571998366,-2.60566855967,60,6
51.4571998366,-2.60566855967,80,0
51.4571998366,-2.60566855967,100,0
51.4571998366,-2.60566855967,120,0
51.4571998366,-2.60566855967,140,1
51.4571998366,-2.60566855967,160,2
51.4571998366,-2.60566855967,180,2
51.4571998366,-2.60566855967,200,2
51.4571998366,-2.60566855967,220,0
51.4571998366,-2.60566855967,240,0
51.4571998366,-2.60566855967,260,6
51.4571998366,-2.60566855967,280,2
51.4571998366,-2.60566855967,300,3
51.4571998366,-2.60566855967,320,5
51.4571998366,-2.60566855967,340,6
51.4570500877,-2.60566855967,0,6
51.4570500877,-2.60566855967,20,7
51.4570500877,-2.60566855967,40,0
51.4570500877,-2.60566855967,60,0
51.4570500877,-2.60566855967,80,0
51.4570500877,-2.60566855967,100,0
51.4570500877,-2.60566855967,120,6
51.4570500877,-2.60566855967,140,4
51.4570500877,-2.60566855967,160,5
51.4570500877,-2.60566855967,180,0
51.4570500877,-2.60566855967,200,6
51.4570500877,-2.60566855967,220,3
51.4570500877,-2.60566855967,240,5
51.4570500877,-2.60566855967,260,0
51.4570500877,-2.60566855967,280,4
51.4570500877,-2.60566855967,300,1
51.4570500877,-2.60566855967,320,5
51.4570500877,-2.60566855967,340,0
51.4569003389,-2.60566855967,0,0
51.4569003389,-2.60566855967,20,7
51.4569003389,-2.60566855967,40,6
51.4569003389,-2.60566855967,60,0
51.4569003389,-2.60566855967,80,5
51.4569003389,-2.60566855967,100,6
51.4569003389,-2.60566855967,120,4
51.4569003389,-2.60566855967,140,0
51.4569003389,-2.60566855967,160,0
51.4569003389,-2.60566855967,180,4
51.4569003389,-2.60566855967,200,4
51.4569003389,-2.60566855967,220,0
51.4569003389,-2.60566855967,240,5
51.4569003389,-2.60566855967,260,4
51.4569003389,-2.60566855967,280,2
51.4569003389,-2.60566855967,300,4
51.4569003389,-2.60566855967,320,0
51.4569003389,-2.60566855967,340,6
51.4567505901,-2.60566855967,0,0
51.4567505901,-2.60566855967,20,6
51.4567505901,-2.60566855967,40,4
51.4567505901,-2.60566855967,60,0
51.4567505901,-2.60566855967,80,3
51.4567505901,-2.60566855967,100,4
51.4567505901,-2.60566855967,120,0
51.4567505901,-2.60566855967,140,4
51.4567505901,-2.60566855967,160,5
51.4567505901,-2.60566855967,180,0
51.4567505901,-2.60566855967,200,4
51.4567505901,-2.60566855967,220,2
51.4567505901,-2.60566855967,240,0
51.4567505901,-2.60566855967,260,0
51.4567505901,-2.60566855967,280,4
51.4567505901,-2.60566855967,300,0
51.4567505901,-2.60566855967,320,0
51.4567505901,-2.60566855967,340,5
51.4566008412,-2.60566855967,0,5
51.4566008412,-2.60566855967,20,4
51.4566008412,-2.60566855967,40,4
51.4566008412,-2.60566855967,60,4
51.4566008412,-2.60566855967,80,5
51.4566008412,-2.60566855967,100,4
51.4566008412,-2.60566855967,120,0
51.4566008412,-2.60566855967,140,5
51.4566008412,-2.60566855967,160,0
51.4566008412,-2.60566855967,180,6
51.4566008412,-2.60566855967,200,5
51.4566008412,-2.60566855967,220,2
51.4566008412,-2.60566855967,240,0
51.4566008412,-2.60566855967,260,0
51.4566008412,-2.60566855967,280,0
51.4566008412,-2.60566855967,300,5
51.4566008412,-2.60566855967,320,4
51.4566008412,-2.60566855967,340,0
51.4564510924,-2.60566855967,0,5
51.4564510924,-2.60566855967,20,1
51.4564510924,-2.60566855967,40,2
51.4564510924,-2.60566855967,60,4
51.4564510924,-2.60566855967,80,2
51.4564510924,-2.60566855967,100,0
51.4564510924,-2.60566855967,120,4
51.4564510924,-2.60566855967,140,4
51.4564510924,-2.60566855967,160,0
51.4564510924,-2.60566855967,180,11
51.4564510924,-2.60566855967,200,0
51.4564510924,-2.60566855967,220,2
51.4564510924,-2.60566855967,240,4
51.4564510924,-2.60566855967,260,2
51.4564510924,-2.60566855967,280,4
51.4564510924,-2.60566855967,300,6
51.4564510924,-2.60566855967,320,0
51.4564510924,-2.60566855967,340,0
51.4563013436,-2.60566855967,0,4
51.4563013436,-2.60566855967,20,6
51.4563013436,-2.60566855967,40,5
51.4563013436,-2.60566855967,60,0
51.4563013436,-2.60566855967,80,5
51.4563013436,-2.60566855967,100,6
51.4563013436,-2.60566855967,120,2
51.4563013436,-2.60566855967,140,2
51.4563013436,-2.60566855967,160,1
51.4563013436,-2.60566855967,180,2
51.4563013436,-2.60566855967,200,1
51.4563013436,-2.60566855967,220,5
51.4563013436,-2.60566855967,240,4
51.4563013436,-2.60566855967,260,4
51.4563013436,-2.60566855967,280,3
51.4563013436,-2.60566855967,300,1
51.4563013436,-2.60566855967,320,1
51.4563013436,-2.60566855967,340,3
51.4561515948,-2.60566855967,0,3
51.4561515948,-2.60566855967,20,0
51.4561515948,-2.60566855967,40,4
51.4561515948,-2.60566855967,60,4
51.4561515948,-2.60566855967,80,0
51.4561515948,-2.60566855967,100,6
51.4561515948,-2.60566855967,120,3
51.4561515948,-2.60566855967,140,3
51.4561515948,-2.60566855967,160,2
51.4561515948,-2.60566855967,180,0
51.4561515948,-2.60566855967,200,1
51.4561515948,-2.60566855967,220,1
51.4561515948,-2.60566855967,240,2
51.4561515948,-2.60566855967,260,2
51.4561515948,-2.60566855967,280,2
51.4561515948,-2.60566855967,300,1
51.4561515948,-2.60566855967,320,4
51.4561515948,-2.60566855967,340,4
51.4560018459,-2.60566855967,0,2
51.4560018459,-2.60566855967,20,4
51.4560018459,-2.60566855967,40,0
51.4560018459,-2.60566855967,60,6
51.4560018459,-2.60566855967,80,9
51.4560018459,-2.60566855967,100,4
51.4560018459,-2.60566855967,120,0
51.4560018459,-2.60566855967,140,4
51.4560018459,-2.60566855967,160,0
51.4560018459,-2.60566855967,180,2
51.4560018459,-2.60566855967,200,2
51.4560018459,-2.60566855967,220,2
51.4560018459,-2.60566855967,240,4
51.4560018459,-2.60566855967,260,2
51.4560018459,-2.60566855967,280,2
51.4560018459,-2.60566855967,300,2
51.4560018459,-2.60566855967,320,2
51.4560018459,-2.60566855967,340,4
51.4558520971,-2.60566855967,0,0
51.4558520971,-2.60566855967,20,4
51.4558520971,-2.60566855967,40,0
51.4558520971,-2.60566855967,60,0
51.4558520971,-2.60566855967,80,8
51.4558520971,-2.60566855967,100,4
51.4558520971,-2.60566855967,120,0
51.4558520971,-2.60566855967,140,4
51.4558520971,-2.60566855967,160,4
51.4558520971,-2.60566855967,180,1
51.4558520971,-2.60566855967,200,2
51.4558520971,-2.60566855967,220,4
51.4558520971,-2.60566855967,240,2
51.4558520971,-2.60566855967,260,2
51.4558520971,-2.60566855967,280,1
51.4558520971,-2.60566855967,300,1
51.4558520971,-2.60566855967,320,4
51.4558520971,-2.60566855967,340,4
51.4573495854,-2.60599257052,0,0
51.4573495854,-2.60599257052,20,0
51.4573495854,-2.60599257052,40,0
51.4573495854,-2.60599257052,60,0
51.4573495854,-2.60599257052,80,5
51.4573495854,-2.60599257052,100,0
51.4573495854,-2.60599257052,120,0
51.4573495854,-2.60599257052,140,1
51.4573495854,-2.60599257052,160,1
51.4573495854,-2.60599257052,180,7
51.4573495854,-2.60599257052,200,5
51.4573495854,-2.60599257052,220,0
51.4573495854,-2.60599257052,240,0
51.4573495854,-2.60599257052,260,4
51.4573495854,-2.60599257052,280,0
51.4573495854,-2.60599257052,300,4
51.4573495854,-2.60599257052,320,6
51.4573495854,-2.60599257052,340,7
51.4571998366,-2.60599257052,0,0
51.4571998366,-2.60599257052,20,0
51.4571998366,-2.60599257052,40,0
51.4571998366,-2.60599257052,60,0
51.4571998366,-2.60599257052,80,0
51.4571998366,-2.60599257052,100,0
51.4571998366,-2.60599257052,120,0
51.4571998366,-2.60599257052,140,0
51.4571998366,-2.60599257052,160,2
51.4571998366,-2.60599257052,180,0
51.4571998366,-2.60599257052,200,0
51.4571998366,-2.60599257052,220,6
51.4571998366,-2.60599257052,240,0
51.4571998366,-2.60599257052,260,6
51.4571998366,-2.60599257052,280,1
51.4571998366,-2.60599257052,300,3
51.4571998366,-2.60599257052,320,7
51.4571998366,-2.60599257052,340,0
51.4570500877,-2.60599257052,0,0
51.4570500877,-2.60599257052,20,0
51.4570500877,-2.60599257052,40,0
51.4570500877,-2.60599257052,60,6
51.4570500877,-2.60599257052,80,0
51.4570500877,-2.60599257052,100,0
51.4570500877,-2.60599257052,120,0
51.4570500877,-2.60599257052,140,4
51.4570500877,-2.60599257052,160,1
51.4570500877,-2.60599257052,180,3
51.4570500877,-2.60599257052,200,3
51.4570500877,-2.60599257052,220,0
51.4570500877,-2.60599257052,240,0
51.4570500877,-2.60599257052,260,6
51.4570500877,-2.60599257052,280,2
51.4570500877,-2.60599257052,300,1
51.4570500877,-2.60599257052,320,6
51.4570500877,-2.60599257052,340,6
51.4569003389,-2.60599257052,0,0
51.4569003389,-2.60599257052,20,0
51.4569003389,-2.60599257052,40,0
51.4569003389,-2.60599257052,60,6
51.4569003389,-2.60599257052,80,5
51.4569003389,-2.60599257052,100,6
51.4569003389,-2.60599257052,120,7
51.4569003389,-2.60599257052,140,4
51.4569003389,-2.60599257052,160,4
51.4569003389,-2.60599257052,180,5
51.4569003389,-2.60599257052,200,0
51.4569003389,-2.60599257052,220,3
51.4569003389,-2.60599257052,240,0
51.4569003389,-2.60599257052,260,0
51.4569003389,-2.60599257052,280,4
51.4569003389,-2.60599257052,300,1
51.4569003389,-2.60599257052,320,0
51.4569003389,-2.60599257052,340,0
51.4567505901,-2.60599257052,0,5
51.4567505901,-2.60599257052,20,4
51.4567505901,-2.60599257052,40,4
51.4567505901,-2.60599257052,60,4
51.4567505901,-2.60599257052,80,5
51.4567505901,-2.60599257052,100,0
51.4567505901,-2.60599257052,120,4
51.4567505901,-2.60599257052,140,4
51.4567505901,-2.60599257052,160,0
51.4567505901,-2.60599257052,180,4
51.4567505901,-2.60599257052,200,0
51.4567505901,-2.60599257052,220,3
51.4567505901,-2.60599257052,240,4
51.4567505901,-2.60599257052,260,0
51.4567505901,-2.60599257052,280,5
51.4567505901,-2.60599257052,300,6
51.4567505901,-2.60599257052,320,4
51.4567505901,-2.60599257052,340,0
51.4566008412,-2.60599257052,0,0
51.4566008412,-2.60599257052,20,2
51.4566008412,-2.60599257052,40,1
51.4566008412,-2.60599257052,60,4
51.4566008412,-2.60599257052,80,0
51.4566008412,-2.60599257052,100,0
51.4566008412,-2.60599257052,120,0
51.4566008412,-2.60599257052,140,4
51.4566008412,-2.60599257052,160,4
51.4566008412,-2.60599257052,180,9
51.4566008412,-2.60599257052,200,0
51.4566008412,-2.60599257052,220,2
51.4566008412,-2.60599257052,240,3
51.4566008412,-2.60599257052,260,1
51.4566008412,-2.60599257052,280,4
51.4566008412,-2.60599257052,300,6
51.4566008412,-2.60599257052,320,7
51.4566008412,-2.60599257052,340,0
51.4564510924,-2.60599257052,0,0
51.4564510924,-2.60599257052,20,4
51.4564510924,-2.60599257052,40,1
51.4564510924,-2.60599257052,60,4
51.4564510924,-2.60599257052,80,8
51.4564510924,-2.60599257052,100,4
51.4564510924,-2.60599257052,120,4
51.4564510924,-2.60599257052,140,4
51.4564510924,-2.60599257052,160,0
51.4564510924,-2.60599257052,180,5
51.4564510924,-2.60599257052,200,0
51.4564510924,-2.60599257052,220,2
51.4564510924,-2.60599257052,240,4
51.4564510924,-2.60599257052,260,6
51.4564510924,-2.60599257052,280,0
51.4564510924,-2.60599257052,300,3
51.4564510924,-2.60599257052,320,2
51.4564510924,-2.60599257052,340,0
51.4563013436,-2.60599257052,0,4
51.4563013436,-2.60599257052,20,2
51.4563013436,-2.60599257052,40,4
51.4563013436,-2.60599257052,60,5
51.4563013436,-2.60599257052,80,5
51.4563013436,-2.60599257052,100,0
51.4563013436,-2.60599257052,120,3
51.4563013436,-2.60599257052,140,3
51.4563013436,-2.60599257052,160,1
51.4563013436,-2.60599257052,180,3
51.4563013436,-2.60599257052,200,6
51.4563013436,-2.60599257052,220,5
51.4563013436,-2.60599257052,240,4
51.4563013436,-2.60599257052,260,0
51.4563013436,-2.60599257052,280,1
51.4563013436,-2.60599257052,300,2
51.4563013436,-2.60599257052,320,0
51.4563013436,-2.60599257052,340,5
51.4561515948,-2.60599257052,0,3
51.4561515948,-2.60599257052,20,5
51.4561515948,-2.60599257052,40,0
51.4561515948,-2.60599257052,60,0
51.4561515948,-2.60599257052,80,4
51.4561515948,-2.60599257052,100,0
51.4561515948,-2.60599257052,120,2
51.4561515948,-2.60599257052,140,1
51.4561515948,-2.60599257052,160,4
51.4561515948,-2.60599257052,180,4
51.4561515948,-2.60599257052,200,1
51.4561515948,-2.60599257052,220,0
51.4561515948,-2.60599257052,240,2
51.4561515948,-2.60599257052,260,0
51.4561515948,-2.60599257052,280,4
51.4561515948,-2.60599257052,300,1
51.4561515948,-2.60599257052,320,4
51.4561515948,-2.60599257052,340,1
51.4560018459,-2.60599257052,0,3
51.4560018459,-2.60599257052,20,0
51.4560018459,-2.60599257052,40,0
51.4560018459,-2.60599257052,60,4
51.4560018459,-2.60599257052,80,0
51.4560018459,-2.60599257052,100,5
51.4560018459,-2.60599257052,120,2
51.4560018459,-2.60599257052,140,0
51.4560018459,-2.60599257052,160,2
51.4560018459,-2.60599257052,180,1
51.4560018459,-2.60599257052,200,1
51.4560018459,-2.60599257052,220,1
51.4560018459,-2.60599257052,240,2
51.4560018459,-2.60599257052,260,1
51.4560018459,-2.60599257052,280,2
51.4560018459,-2.60599257052,300,0
51.4560018459,-2.60599257052,320,4
51.4560018459,-2.60599257052,340,3
51.4558520971,-2.60599257052,0,4
51.4558520971,-2.60599257052,20,3
51.4558520971,-2.60599257052,40,2
51.4558520971,-2.60599257052,60,2
51.4558520971,-2.60599257052,80,5
51.4558520971,-2.60599257052,100,2
51.4558520971,-2.60599257052,120,1
51.4558520971,-2.60599257052,140,0
51.4558520971,-2.60599257052,160,8
51.4558520971,-2.60599257052,180,0
51.4558520971,-2.60599257052,200,1
51.4558520971,-2.60599257052,220,1
51.4558520971,-2.60599257052,240,4
51.4558520971,-2.60599257052,260,4
51.4558520971,-2.60599257052,280,4
51.4558520971,-2.60599257052,300,3
51.4558520971,-2.60599257052,320,2
51.4558520971,-2.60599257052,340,4
51.4573495854,-2.60631658137,0,0
51.4573495854,-2.60631658137,20,5
51.4573495854,-2.60631658137,40,6
51.4573495854,-2.60631658137,60,5
51.4573495854,-2.60631658137,80,5
51.4573495854,-2.60631658137,100,0
51.4573495854,-2.60631658137,120,5
51.4573495854,-2.60631658137,140,4
51.4573495854,-2.60631658137,160,2
51.4573495854,-2.60631658137,180,5
51.4573495854,-2.60631658137,200,0
51.4573495854,-2.60631658137,220,6
51.4573495854,-2.60631658137,240,7
51.4573495854,-2.60631658137,260,6
51.4573495854,-2.60631658137,280,2
51.4573495854,-2.60631658137,300,0
51.4573495854,-2.60631658137,320,0
51.4573495854,-2.60631658137,340,0
51.4571998366,-2.60631658137,0,0
51.4571998366,-2.60631658137,20,0
51.4571998366,-2.60631658137,40,6
51.4571998366,-2.60631658137,60,0
51.4571998366,-2.60631658137,80,0
51.4571998366,-2.60631658137,100,0
51.4571998366,-2.60631658137,120,0
51.4571998366,-2.60631658137,140,2
51.4571998366,-2.60631658137,160,5
51.4571998366,-2.60631658137,180,5
51.4571998366,-2.60631658137,200,7
51.4571998366,-2.60631658137,220,0
51.4571998366,-2.60631658137,240,8
51.4571998366,-2.60631658137,260,0
51.4571998366,-2.60631658137,280,2
51.4571998366,-2.60631658137,300,0
51.4571998366,-2.60631658137,320,6
51.4571998366,-2.60631658137,340,0
51.4570500877,-2.60631658137,0,0
51.4570500877,-2.60631658137,20,0
51.4570500877,-2.60631658137,40,0
51.4570500877,-2.60631658137,60,5
51.4570500877,-2.60631658137,80,0
51.4570500877,-2.60631658137,100,5
51.4570500877,-2.60631658137,120,0
51.4570500877,-2.60631658137,140,2
51.4570500877,-2.60631658137,160,2
51.4570500877,-2.60631658137,180,0
51.4570500877,-2.60631658137,200,6
51.4570500877,-2.60631658137,220,5
51.4570500877,-2.60631658137,240,0
51.4570500877,-2.60631658137,260,7
51.4570500877,-2.60631658137,280,0
51.4570500877,-2.60631658137,300,4
51.4570500877,-2.60631658137,320,5
51.4570500877,-2.60631658137,340,0
51.4569003389,-2.60631658137,0,9
51.4569003389,-2.60631658137,20,0
51.4569003389,-2.60631658137,40,0
51.4569003389,-2.60631658137,60,7
51.4569003389,-2.60631658137,80,0
51.4569003389,-2.60631658137,100,0
51.4569003389,-2.60631658137,120,6
51.4569003389,-2.60631658137,140,2
51.4569003389,-2.60631658137,160,4
51.4569003389,-2.60631658137,180,0
51.4569003389,-2.60631658137,200,0
51.4569003389,-2.60631658137,220,0
51.4569003389,-2.60631658137,240,4
51.4569003389,-2.60631658137,260,0
51.4569003389,-2.60631658137,280,1
51.4569003389,-2.60631658137,300,1
51.4569003389,-2.60631658137,320,6
51.4569003389,-2.60631658137,340,0
51.4567505901,-2.60631658137,0,0
51.4567505901,-2.60631658137,20,0
51.4567505901,-2.60631658137,40,0
51.4567505901,-2.60631658137,60,0
51.4567505901,-2.60631658137,80,6
51.4567505901,-2.60631658137,100,2
51.4567505901,-2.60631658137,120,2
51.4567505901,-2.60631658137,140,2
51.4567505901,-2.60631658137,160,3
51.4567505901,-2.60631658137,180,0
51.4567505901,-2.60631658137,200,5
51.4567505901,-2.60631658137,220,0
51.4567505901,-2.60631658137,240,0
51.4567505901,-2.60631658137,260,5
51.4567505901,-2.60631658137,280,6
51.4567505901,-2.60631658137,300,3
51.4567505901,-2.60631658137,320,2
51.4567505901,-2.60631658137,340,0
51.4566008412,-2.60631658137,0,0
51.4566008412,-2.60631658137,20,0
51.4566008412,-2.60631658137,40,0
51.4566008412,-2.60631658137,60,0
51.4566008412,-2.60631658137,80,6
51.4566008412,-2.60631658137,100,4
51.4566008412,-2.60631658137,120,2
51.4566008412,-2.60631658137,140,3
51.4566008412,-2.60631658137,160,6
51.4566008412,-2.60631658137,180,1
51.4566008412,-2.60631658137,200,4
51.4566008412,-2.60631658137,220,5
51.4566008412,-2.60631658137,240,3
51.4566008412,-2.60631658137,260,0
51.4566008412,-2.60631658137,280,5
51.4566008412,-2.60631658137,300,4
51.4566008412,-2.60631658137,320,0
51.4566008412,-2.60631658137,340,0
51.4564510924,-2.60631658137,0,0
51.4564510924,-2.60631658137,20,9
51.4564510924,-2.60631658137,40,0
51.4564510924,-2.60631658137,60,0
51.4564510924,-2.60631658137,80,0
51.4564510924,-2.60631658137,100,1
51.4564510924,-2.60631658137,120,2
51.4564510924,-2.60631658137,140,3
51.4564510924,-2.60631658137,160,0
51.4564510924,-2.60631658137,180,4
51.4564510924,-2.60631658137,200,0
51.4564510924,-2.60631658137,220,4
51.4564510924,-2.60631658137,240,5
51.4564510924,-2.60631658137,260,4
51.4564510924,-2.60631658137,280,0
51.4564510924,-2.60631658137,300,4
51.4564510924,-2.60631658137,320,0
51.4564510924,-2.60631658137,340,4
51.4563013436,-2.60631658137,0,0
51.4563013436,-2.60631658137,20,0
51.4563013436,-2.60631658137,40,5
51.4563013436,-2.60631658137,60,0
51.4563013436,-2.60631658137,80,1
51.4563013436,-2.60631658137,100,3
51.4563013436,-2.60631658137,120,4
51.4563013436,-2.60631658137,140,2
51.4563013436,-2.60631658137,160,2
51.4563013436,-2.60631658137,180,0
51.4563013436,-2.60631658137,200,1
51.4563013436,-2.60631658137,220,4
51.4563013436,-2.60631658137,240,4
51.4563013436,-2.60631658137,260,0
51.4563013436,-2.60631658137,280,5
51.4563013436,-2.60631658137,300,4
51.4563013436,-2.60631658137,320,2
51.4563013436,-2.60631658137,340,4
51.4561515948,-2.60631658137,0,2
51.4561515948,-2.60631658137,20,1
51.4561515948,-2.60631658137,40,0
51.4561515948,-2.60631658137,60,4
51.4561515948,-2.60631658137,80,4
51.4561515948,-2.60631658137,100,0
51.4561515948,-2.60631658137,120,2
51.4561515948,-2.60631658137,140,1
51.4561515948,-2.60631658137,160,2
51.4561515948,-2.60631658137,180,2
51.4561515948,-2.60631658137,200,3
51.4561515948,-2.60631658137,220,1
51.4561515948,-2.60631658137,240,1
51.4561515948,-2.60631658137,260,3
51.4561515948,-2.60631658137,280,4
51.4561515948,-2.60631658137,300,0
51.4561515948,-2.60631658137,320,0
51.4561515948,-2.60631658137,340,5
51.4560018459,-2.60631658137,0,0
51.4560018459,-2.60631658137,20,4
51.4560018459,-2.60631658137,40,5
51.4560018459,-2.60631658137,60,4
51.4560018459,-2.60631658137,80,4
51.4560018459,-2.60631658137,100,1
51.4560018459,-2.60631658137,120,3
51.4560018459,-2.60631658137,140,3
51.4560018459,-2.60631658137,160,2
51.4560018459,-2.60631658137,180,2
51.4560018459,-2.60631658137,200,0
51.4560018459,-2.60631658137,220,0
51.4560018459,-2.60631658137,240,0
51.4560018459,-2.60631658137,260,0
51.4560018459,-2.60631658137,280,1
51.4560018459,-2.60631658137,300,0
51.4560018459,-2.60631658137,320,2
51.4560018459,-2.60631658137,340,0
51.4558520971,-2.60631658137,0,1
51.4558520971,-2.60631658137,20,1
51.4558520971,-2.60631658137,40,1
51.4558520971,-2.60631658137,60,2
51.4558520971,-2.60631658137,80,4
51.4558520971,-2.60631658137,100,3
51.4558520971,-2.60631658137,120,4
51.4558520971,-2.60631658137,140,0
51.4558520971,-2.60631658137,160,0
51.4558520971,-2.60631658137,180,12
51.4558520971,-2.60631658137,200,2
51.4558520971,-2.60631658137,220,0
51.4558520971,-2.60631658137,240,0
51.4558520971,-2.60631658137,260,5
51.4558520971,-2.60631658137,280,5
51.4558520971,-2.60631658137,300,1
51.4558520971,-2.60631658137,320,3
51.4558520971,-2.60631658137,340,1
